ID	REGION	LOCALIDAD	PROVINCIA	GENERO	EDAD	GRUPOS_EDAD	NIV_SOCIOE	NSE_3	TAMANIO	EXPANSOR	PONDERADOR	MUSICA1	MUSICA2	MUSICA2-1	MUSICA3	MUSICA4	MUSICA5_1	MUSICA5_2	MUSICA5_3	MUSICA5_4	MUSICA5_5	MUSICA5_6	MUSICA5_7	MUSICA5_8	MUSICA5_9	MUSICA5_10	MUSICA5_11	MUSICA5_12	MUSICA5_13	MUSICA5_14	MUSICA5_15	MUSICA5_16	MUSICA5_17	MUSICA5_18	MUSICA5_19	MUSICA5-1	MUSICA6-1	MUSICA6-2	MUSICA7_1	MUSICA7_2	MUSICA7_3	MUSICA7_4	MUSICA7_5	MUSICA7_6	MUSICA7_7	MUSICA7_8	MUSICA7_9	MUSICA8_1	MUSICA8_2	MUSICA8_3	MUSICA8_4	MUSICA8_5	MUSICA8_6	MUSICA8_7	MUSICA8_8	MUSICA8_9	MUSICA8_10	MUSICA8_11	MUSICA8_12	MUSICA8_13	MUSICA9	MUSICA10	MUSICA10-1	MUSICA11	MUSICA12	MUSICA13	MUSICA14	MUSICA14-1
2001	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	41	30 a 49 anios	C3	C2+C3	Mas de 400mil	6118	0.700	SI			Algunas veces a la semana	Algunas veces a la semana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
2002	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	34	30 a 49 anios	C3	C2+C3	Mas de 400mil	8240	0.950	SI			Todos o casi todos los días	Algunas veces a la semana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	SI			Algunas veces al anio o menos	1	1	2	
2003	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	29	18 a 29 anios	C3	C2+C3	Mas de 400mil	1760	0.200	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	SI			Algunas veces al anio o menos	1	1	3	
2004	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	19	18 a 29 anios	C2	C2+C3	Mas de 400mil	10188	1.170	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	NO	Tiene que cuidar hijos/ familiares			$null$	$null$	$null$	
2005	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	18	18 a 29 anios	C3	C2+C3	Mas de 400mil	23298	2.670	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	SI	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	SI			Algunas veces al anio o menos	1	0	3	
2006	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	60	50 a 64 anios	C2	C2+C3	Mas de 400mil	7035	0.810	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	NO	Tiene que cuidar hijos/ familiares			$null$	$null$	$null$	
2007	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	39	30 a 49 anios	C3	C2+C3	Mas de 400mil	3595	0.410	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2008	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	42	30 a 49 anios	C2	C2+C3	Mas de 400mil	3736	0.430	SI			Algunas veces a la semana	Algunas veces a la semana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	SI			Algunas veces al anio o menos	3	1	6900	
2009	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	54	50 a 64 anios	C3	C2+C3	Mas de 400mil	9440	1.080	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		$null$			NO	1	0	0	1	0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	1	0	1	SI			Algunas veces al anio o menos	1	0	15000	
2010	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	22	18 a 29 anios	C2	C2+C3	Mas de 400mil	3330	0.380	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	SI			Algunas veces al anio o menos	1	0	10000	
2011	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	61	50 a 64 anios	C3	C2+C3	Mas de 400mil	2275	0.260	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			SI	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	NO	Falta de tiempo			$null$	$null$	$null$	
2012	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	21	18 a 29 anios	C3	C2+C3	Mas de 400mil	5136	0.590	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	SI	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2013	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	36	30 a 49 anios	C2	C2+C3	Mas de 400mil	7046	0.810	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	SI			Algunas veces al anio o menos	2	2	2000	
2014	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	22	18 a 29 anios	C3	C2+C3	Mas de 400mil	9158	1.050	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	SI			Todos o casi todos los meses	20	10	17000	
2015	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	17	13 a 17 anios	C3	C2+C3	Mas de 400mil	15548	1.780	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2016	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	21	18 a 29 anios	C2	C2+C3	Mas de 400mil	5647	0.650	SI			Algunas veces a la semana	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	SI			Todos o casi todas las semanas	25	25	1400	
2017	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	22	18 a 29 anios	C3	C2+C3	Mas de 400mil	6008	0.690	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
2018	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	56	50 a 64 anios	C3	C2+C3	Mas de 400mil	13361	1.530	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	SI			Algunas veces al anio o menos	2	1	15000	
2019	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	32	30 a 49 anios	C3	C2+C3	Mas de 400mil	8582	0.980	SI			Algunas veces a la semana	Algunas veces a la semana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
2020	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	22	18 a 29 anios	C3	C2+C3	Mas de 400mil	6871	0.790	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		$null$			SI	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	SI			Algunas veces al anio o menos	1	1	5000	
2021	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	53	50 a 64 anios	C2	C2+C3	Mas de 400mil	5268	0.600	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	NO	Miedo al contagio			$null$	$null$	$null$	
2022	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	19	18 a 29 anios	C2	C2+C3	Mas de 400mil	6402	0.730	SI			Todos o casi todos los días	Algunas veces a la semana	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI		1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	SI			Algunas veces al anio o menos	4	1	7000	
2023	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	15	13 a 17 anios	C3	C2+C3	Mas de 400mil	13195	1.510	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2024	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	60	50 a 64 anios	C2	C2+C3	Mas de 400mil	1872	0.210	SI			Algunas veces a la semana	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	SI			Algunas veces al anio o menos	1	0	3	
2025	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	26	18 a 29 anios	C2	C2+C3	Mas de 400mil	2449	0.280	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	SI			Algunas veces al anio o menos	1	1	3	
2026	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	18	18 a 29 anios	C3	C2+C3	Mas de 400mil	31063	3.560	SI			Algunas veces a la semana	Algunas veces a la semana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	SI	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2027	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	17	13 a 17 anios	C3	C2+C3	Mas de 400mil	6932	0.800	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0		$null$		SI	SI	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2028	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	19	18 a 29 anios	C2	C2+C3	Mas de 400mil	1434	0.160	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	SI			Algunas veces al anio o menos	5	4	6000	
2029	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	23	18 a 29 anios	C2	C2+C3	Mas de 400mil	11363	1.300	SI			Todos o casi todos los días	Todos o casi todos los días	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI		1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	SI			Todos o casi todas las semanas	8	8	5000	
2030	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	38	30 a 49 anios	C2	C2+C3	Mas de 400mil	8115	0.930	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2031	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	48	30 a 49 anios	C2	C2+C3	Mas de 400mil	15940	1.830	NO	Prefiero hacer otra cosa				$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	NO	Motivos económicos			$null$	$null$	$null$	
2032	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	31	30 a 49 anios	C3	C2+C3	Mas de 400mil	12691	1.460	SI			Todos o casi todos los días	Todos o casi todos los días	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI		0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2033	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	50	50 a 64 anios	C3	C2+C3	Mas de 400mil	4170	0.480	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			SI	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	NO	Falta de tiempo			$null$	$null$	$null$	
2034	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	44	30 a 49 anios	C2	C2+C3	Mas de 400mil	6816	0.780	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2035	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	17	13 a 17 anios	C3	C2+C3	Mas de 400mil	9845	1.130	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	SI			Algunas veces al anio o menos	1	0	12500	
2036	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	38	30 a 49 anios	C3	C2+C3	Mas de 400mil	2704	0.310	SI			Algunas veces a la semana	Algunas veces a la semana	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI		1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2037	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	25	18 a 29 anios	C3	C2+C3	Mas de 400mil	26008	2.980	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2038	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	17	13 a 17 anios	C3	C2+C3	Mas de 400mil	19536	2.240	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	SI	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2039	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	24	18 a 29 anios	C3	C2+C3	Mas de 400mil	15412	1.770	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	SI	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	SI			Algunas veces al anio o menos	1	1	9	
2040	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	17	13 a 17 anios	C2	C2+C3	Mas de 400mil	23323	2.680	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2041	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	24	18 a 29 anios	C2	C2+C3	Mas de 400mil	9125	1.050	SI			Algunas veces a la semana	Algunas veces a la semana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	SI	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	NO	Motivos económicos			$null$	$null$	$null$	
2042	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	61	50 a 64 anios	C3	C2+C3	Mas de 400mil	1249	0.140	SI			Algunas veces a la semana	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2043	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	40	30 a 49 anios	C2	C2+C3	Mas de 400mil	8849	1.010	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NO	Miedo al contagio			$null$	$null$	$null$	
2044	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	17	13 a 17 anios	C2	C2+C3	Mas de 400mil	19421	2.230	SI			Todos o casi todos los días	Todos o casi todos los días	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		1	mp			1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	SI			Algunas veces al anio o menos	1	1	2	
2045	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	21	18 a 29 anios	C3	C2+C3	Mas de 400mil	6792	0.780	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0		$null$		SI	SI	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	SI			Algunas veces al anio o menos	2	0	32000	
2046	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	54	50 a 64 anios	C3	C2+C3	Mas de 400mil	7658	0.880	SI			Todos o casi todos los días	Todos o casi todos los días	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI		1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	SI			Algunas veces al anio o menos	1	0	3	
2047	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	18	18 a 29 anios	C2	C2+C3	Mas de 400mil	13268	1.520	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0		$null$		SI	SI	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	SI			Algunas veces al anio o menos	1	1	3000	
2048	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	25	18 a 29 anios	C3	C2+C3	Mas de 400mil	20890	2.400	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
2049	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	45	30 a 49 anios	C2	C2+C3	Mas de 400mil	14974	1.720	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	SI			Algunas veces al anio o menos	10	10	2900	
2050	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	66	65 anios y mas	C2	C2+C3	Mas de 400mil	4689	0.540	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0		$null$		NO	NO	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	NO	Tiene que cuidar hijos/ familiares			$null$	$null$	$null$	
2051	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	73	65 anios y mas	C2	C2+C3	Mas de 400mil	33440	3.840	SI			Algunas veces a la semana	Algunas veces a la semana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	SI	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	NO	Falta de tiempo			$null$	$null$	$null$	
2052	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	47	30 a 49 anios	C3	C2+C3	Mas de 400mil	12360	1.420	SI			Algunas veces al mes	Algunas veces al mes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2053	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	46	30 a 49 anios	C3	C2+C3	Mas de 400mil	13336	1.530	SI			Algunas veces a la semana	Algunas veces a la semana	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO		1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2054	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	27	18 a 29 anios	C3	C2+C3	Mas de 400mil	4200	0.480	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
2055	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	25	18 a 29 anios	C3	C2+C3	Mas de 400mil	6431	0.740	SI			Algunas veces a la semana	Algunas veces a la semana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	SI			Algunas veces al anio o menos	3	1	4000	
2056	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	49	30 a 49 anios	C3	C2+C3	Mas de 400mil	13189	1.510	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2057	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	41	30 a 49 anios	C2	C2+C3	Mas de 400mil	2776	0.320	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	SI	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	SI			Todos o casi todos los meses	4	4	2	
2058	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	65	65 anios y mas	C3	C2+C3	Mas de 400mil	32547	3.730	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2059	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	52	50 a 64 anios	C2	C2+C3	Mas de 400mil	6986	0.800	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	SI	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	SI			Todos o casi todos los meses	3	1	10000	
2060	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	17	13 a 17 anios	C2	C2+C3	Mas de 400mil	14782	1.700	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	SI	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	SI			Algunas veces al anio o menos	3	3	5000	
2061	CABA	CABA	Ciudad Autónoma de Buenos Aires	Varón	28	18 a 29 anios	D1	D1+D2+E	Mas de 400mil	5783	0.660	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0		$null$		NO	SI	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	SI			Algunas veces al anio o menos	2	1	2000	
2062	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	83	65 anios y mas	D1	D1+D2+E	Mas de 400mil	9125	1.050	SI			Algunas veces a la semana	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	NO	Miedo al contagio			$null$	$null$	$null$	
2063	CABA	CABA	Ciudad Autónoma de Buenos Aires	Mujer	27	18 a 29 anios	D2E	D1+D2+E	Mas de 400mil	3811	0.440	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0		$null$			NO	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	NO	Motivos económicos			$null$	$null$	$null$	
